time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
11.184452,0.3165,0.1928,-0.8511,0.928
11.215403,0.3476,0.6309,-1.8774,2.011
11.2302,0.4136,0.7079,-1.9204,2.088
11.248613,0.5136,0.5126,-1.8673,2.003
11.265186,0.4795,0.1513,-1.4728,1.556
11.285108,0.5361,-0.6191,-0.5813,1.004
11.324225,-0.2308,-0.854,1.3654,1.627
11.324993,-0.2308,-0.854,1.3654,1.627
11.344693,-0.5482,-0.6696,1.0972,1.397
11.364524,-0.3811,-0.552,0.1767,0.694
11.385022,0.1012,-0.331,-0.4326,0.554
11.406585,0.4506,-0.1051,-0.5635,0.729
11.446381,-0.0646,0.0111,-1.3917,1.393
11.44704,-0.0646,0.0111,-1.3917,1.393
11.466866,-0.364,-0.0025,-1.8695,1.905
11.487835,-0.6599,0.3281,-1.7482,1.897
11.507177,-0.6792,0.3108,-1.2977,1.497
11.547966,0.1066,0.3329,-0.7336,0.813
11.548619,0.1287,0.3773,-0.6011,0.721
11.568224,0.1809,0.5397,-0.1118,0.58
11.60864,-0.1377,0.6663,1.2668,1.438
11.641676,-0.2982,0.4927,1.6547,1.752
11.658922,-0.2708,0.4702,1.6483,1.735
11.689719,-0.0582,-0.4325,2.3781,2.418
11.719343,0.072,-0.2742,2.2576,2.275
11.741949,-0.0588,-0.0686,1.5448,1.547
11.76484,-0.1535,-0.3142,1.2966,1.343
11.793548,-0.0765,-0.3601,1.336,1.386
11.821182,-0.2159,-0.2468,0.7317,0.802
11.842762,-0.414,-0.2519,-0.4711,0.676
11.860147,-0.2541,-0.3457,-1.3442,1.411
11.896446,-0.1314,-0.3633,-2.3016,2.334
11.920228,-0.1091,-0.4907,-1.1993,1.3
11.927818,-0.0653,-0.6128,-0.8004,1.01
11.943999,-0.25,-0.7268,-0.5547,0.948
11.963419,-0.5386,-0.8512,-0.9625,1.393
11.984181,-0.6757,-0.7449,-1.6009,1.891
12.006927,-0.4541,-0.5562,-1.583,1.738
12.027191,-0.096,-0.4984,-1.1385,1.247
12.045579,-0.1574,-0.3544,-0.9278,1.006
12.064688,-0.1551,-0.2838,-0.7428,0.81
12.086551,0.0777,-0.2799,-0.7157,0.772
12.112883,0.3276,-0.1052,-0.7223,0.8
12.153002,0.2249,0.3104,-0.2198,0.442
12.153713,0.2249,0.3104,-0.2198,0.442
12.16755,0.1181,0.2783,-0.0768,0.312
12.18745,-0.0528,0.2529,0.1735,0.311
12.213567,-0.0537,0.4865,0.6734,0.833
12.2532,0.2826,0.4447,0.5964,0.796
12.254278,0.2826,0.4447,0.5964,0.796
12.268396,0.2524,0.5084,0.3089,0.646
12.288648,0.3556,0.3023,0.0319,0.468
12.315907,0.3308,-0.0891,0.1394,0.37
12.350164,-0.0914,0.02,1.8094,1.812
12.361246,-0.3282,0.3228,1.964,2.017
12.369766,-0.2793,0.3193,1.7767,1.827
12.391333,0.4207,-0.4151,1.0473,1.203
12.416578,1.1431,-0.5143,1.0406,1.629
12.448825,0.8639,-1.0232,1.0496,1.701
12.463354,0.118,-0.7092,0.6822,0.991
12.480452,-0.4177,-0.3363,0.0388,0.538
12.497711,-0.588,-0.1084,-0.9453,1.119
12.515199,-0.6224,0.2497,-2.3772,2.47
12.53505,0.0574,0.3273,-2.6381,2.659
12.583462,1.4462,-1.1497,0.1131,1.851
12.584667,1.2723,-1.2442,0.43,1.831
12.604186,0.0444,-1.0885,1.9164,2.204
12.619464,-0.5235,-1.1319,2.454,2.753
12.638406,-0.946,-0.8687,1.5507,2.014
12.668183,-0.5295,-0.2479,-0.7627,0.961
12.685568,-0.2029,0.6006,-2.371,2.454
12.703946,0.3144,0.8225,-2.8185,2.953
12.719914,0.719,0.8509,-2.4689,2.709
12.739727,0.5106,0.5335,-1.3793,1.565
12.778143,-0.3955,-0.024,0.5459,0.675
12.778797,-0.3955,-0.024,0.5459,0.675
12.796473,-0.6846,-0.0678,0.7096,0.988
12.822227,-0.4421,0.2312,0.6076,0.786
12.86056,0.2446,0.9042,-0.1268,0.945
12.861469,0.2446,0.9042,-0.1268,0.945
12.878347,0.2714,0.8987,-0.1929,0.958
12.89809,0.1317,0.7031,-0.1557,0.732
12.918964,0.1074,0.7221,0.1703,0.75
12.938377,0.046,0.5756,0.5929,0.828
12.959342,0.1097,0.216,1.1032,1.129
12.999349,0.1345,0.0002,1.5022,1.508
13.000538,0.0338,0.2439,1.467,1.488
13.020055,0.056,0.264,1.1376,1.169
13.041951,-0.2545,0.1227,0.5791,0.644
13.06063,-0.4105,0.0585,0.8902,0.982
13.084791,-0.0896,-0.3533,1.7642,1.801
13.102448,-0.3379,-0.5788,1.0785,1.27
13.125287,-0.5154,-0.302,0.2537,0.649
13.141861,-0.9305,0.0471,-0.5711,1.093
13.180504,-0.4328,-0.3091,-0.9727,1.109
13.185788,-0.4328,-0.3091,-0.9727,1.109
13.210777,-0.418,-0.3283,-0.6011,0.802
13.25141,-0.3245,-0.5403,-0.6526,0.907
13.268354,-0.2744,-0.7315,-0.3589,0.86
13.288253,-0.3306,-0.7503,0.1827,0.84
13.303989,-0.3007,-0.766,0.2161,0.851
13.304568,-0.3007,-0.766,0.2161,0.851
13.339743,-0.1551,-0.2284,-0.8392,0.883
13.358654,0.2312,0.0305,-1.3726,1.392
13.381625,0.448,0.1333,-1.5219,1.592
13.399559,0.4302,0.1925,-1.5017,1.574
13.415523,0.467,0.1009,-1.267,1.354
13.451049,0.1788,0.0877,-0.5173,0.554
13.476757,0.1231,0.106,-0.3387,0.376
13.477548,0.0411,0.1661,-0.2857,0.333
13.506848,-0.0079,0.3194,-0.0604,0.325
13.508394,0.0586,0.3107,0.0376,0.318
13.566317,0.5134,0.4057,0.5604,0.862
13.584522,0.6957,0.3723,0.8412,1.153
13.586091,0.6957,0.3723,0.8412,1.153
13.605001,0.7075,-0.1203,1.3795,1.555
13.62035,0.2728,-0.276,1.8807,1.92
13.648366,-0.3965,-0.1534,2.0125,2.057
13.66545,-0.1328,-0.3403,1.4925,1.537
13.688968,0.4714,-0.0403,1.3959,1.474
13.689424,0.4714,-0.0403,1.3959,1.474
13.708982,0.9639,0.2685,1.6334,1.915
13.729718,1.2798,-0.0296,1.2902,1.818
13.749635,0.6835,0.1537,0.3527,0.784
13.784254,-0.1075,0.1331,-1.0345,1.049
13.81329,0.3427,0.022,-1.4724,1.512
13.814498,0.4394,-0.0033,-1.5486,1.61
13.833622,0.6918,-0.1298,-1.5691,1.72
13.851264,0.9712,-0.4827,-1.2987,1.692
13.886587,0.2969,-1.2082,-0.4223,1.314
13.913478,-1.1616,-1.1817,0.0809,1.659
13.914197,-1.1616,-1.1817,0.0809,1.659
13.934674,-1.0948,-0.9254,0.1257,1.439
13.953915,-0.7172,-0.585,-0.1081,0.932
13.987309,0.1681,0.4549,-1.1143,1.215
14.01156,1.2074,0.7892,-1.7471,2.266
14.01679,1.5462,0.8145,-1.9095,2.588
14.03303,1.3664,0.9583,-1.8231,2.472
14.05452,0.3843,0.7566,-1.292,1.546
14.088475,-0.6665,0.1989,-0.3394,0.774
14.125461,0.2494,0.4691,0.1589,0.555
14.126424,0.3951,0.5777,0.1206,0.71
14.135566,0.574,0.6392,0.1398,0.87
14.157843,0.9685,1.0384,0.3815,1.47
14.189002,0.7053,0.3878,1.4281,1.639
14.222199,0.2939,0.2693,2.1237,2.161
14.222805,0.2939,0.2693,2.1237,2.161
14.23741,0.4962,0.0287,2.0917,2.15
14.259701,0.9687,-0.2886,1.9425,2.19
14.291331,0.93,-0.1142,1.3059,1.607
14.34121,0.3724,0.0612,-0.0864,0.387
14.342373,0.2557,0.1031,-0.0432,0.279
14.343001,0.2557,0.1031,-0.0432,0.279
14.359204,0.0271,0.0167,0.202,0.204
14.394302,-0.501,-0.5789,0.5663,0.952
14.422317,-1.045,-0.7683,-0.4649,1.378
14.423871,-1.0877,-0.6681,-0.7721,1.492
14.441778,-0.9747,-0.4052,-1.5356,1.863
14.459874,-0.804,-0.0974,-2.1733,2.319
14.495413,-0.5102,-0.2028,-1.8115,1.893
14.523191,-0.3422,-0.9524,-0.3644,1.076
14.523584,-0.3422,-0.9524,-0.3644,1.076
14.54351,-0.4843,-1.2915,0.8657,1.629
14.561537,-0.7391,-1.1121,1.2621,1.837
14.596637,-0.8877,-0.5377,0.0931,1.042
14.63646,0.1059,0.3401,-1.9458,1.978
14.636937,0.1059,0.3401,-1.9458,1.978
14.643796,0.2507,0.5122,-2.17,2.244
14.663962,0.3806,0.666,-2.2024,2.332
14.69622,-0.0019,0.0831,-1.1963,1.199
14.727084,-0.5251,0.1947,0.0672,0.564
14.727555,-0.5251,0.1947,0.0672,0.564
14.744787,-0.2358,0.196,0.4219,0.522
14.765271,0.3115,-0.0114,0.1524,0.347
14.78634,0.4732,0.0266,0.4602,0.661
14.81504,0.2169,0.2385,1.6587,1.69
14.865845,0.9078,0.0938,0.2239,0.94
14.86681,0.9078,0.0938,0.2239,0.94
14.867465,0.9078,0.0938,0.2239,0.94
14.887936,1.0169,-0.062,1.1214,1.515
14.915735,0.0413,-0.1729,3.2238,3.229
14.960158,-0.1963,0.4063,1.675,1.735
14.960778,-0.1963,0.4063,1.675,1.735
14.985009,1.3825,-0.3426,0.387,1.476
15.019283,0.4433,-0.076,1.2584,1.336
15.047184,-0.9798,0.6005,-0.8408,1.424
15.064733,-0.7228,0.4001,-2.2158,2.365
15.083846,-0.6183,0.8569,-3.763,3.909
15.121008,0.531,0.1812,-2.5496,2.611
15.163385,-0.2674,-1.327,0.6907,1.52
15.185752,-1.0337,-1.2794,1.292,2.092
15.202719,-1.3981,-0.8294,1.3599,2.119
15.216517,-1.1326,-0.7691,1.0083,1.7
15.239765,-0.621,-0.4936,0.1552,0.808
15.279569,-0.1586,0.7081,-1.2468,1.443
15.295571,-0.0412,0.9382,-1.531,1.796
15.321272,-0.0315,0.7336,-1.6705,1.825
15.367074,-0.3567,0.6109,0.1328,0.72
15.387366,0.0242,0.4747,0.9626,1.074
