time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
14.445839,-0.0051,-0.0123,-0.0013,0.013
14.465784,-0.0049,-0.0074,0.0078,0.012
14.486026,0.0047,-0.0071,-0.0121,0.015
14.506048,0.0092,0.0026,-0.0212,0.023
14.527343,0.0277,0.0024,-0.0109,0.03
14.547024,0.0079,-0.0027,-0.001,0.008
14.567128,0.0407,0.0017,-0.0007,0.041
14.587242,-0.0358,-0.0174,-0.009,0.041
14.607365,-0.0257,0.0155,0.0061,0.031
14.638477,0.0467,-0.0014,-0.0232,0.052
14.654776,0.003,-0.0435,-0.023,0.049
14.667808,-0.0255,-0.0416,0.006,0.049
14.688162,0.0463,-0.0159,0.0335,0.059
14.709675,0.0817,-0.0107,-0.0279,0.087
14.736486,-0.0806,-0.0333,-0.0147,0.088
14.751883,-0.0504,-0.0039,0.01,0.052
14.769718,-0.0304,0.0432,-0.0086,0.054
14.790927,0.0312,0.0464,-0.0315,0.064
14.8098,0.0581,-0.0213,0.0025,0.062
14.842968,0.027,-0.0019,0.0128,0.03
14.852629,-0.0021,0.0261,-0.0245,0.036
14.871597,-0.0259,0.0245,-0.0504,0.062
14.891737,-0.0298,-0.0002,-0.0055,0.03
14.912185,-0.0147,-0.0425,0.0233,0.051
14.944437,0.0041,-0.0115,-0.0099,0.016
14.96144,0.0041,0.003,-0.0378,0.038
14.972905,0.004,0.0172,-0.0179,0.025
14.992593,-0.0055,0.0211,-0.0214,0.031
15.013594,0.0089,0.006,-0.011,0.015
15.042397,0.0087,-0.0128,0.0275,0.032
15.054355,0.0037,-0.0078,0.0178,0.02
15.073639,0.008,-0.0123,-0.0055,0.016
15.094557,-0.0159,0.0021,-0.0282,0.032
15.114449,-0.0248,0.0068,-0.008,0.027
15.142265,-0.0195,0.0207,0.0027,0.029
15.155823,0.0044,0.0109,-0.0017,0.012
15.175635,0.009,0.0012,-0.011,0.014
15.196452,0.0039,0.0011,-0.0147,0.015
15.216376,0.0178,-0.0181,0.0004,0.025
15.241386,-0.0061,-0.013,0.0104,0.018
15.257768,0.0035,0.0019,0.0106,0.011
15.276934,-0.0203,0.0067,0.0111,0.024
15.297148,-0.0339,-0.0075,0.007,0.035
