time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.762152,0.0623,0.023,-0.0051,0.067
5.782231,0.0631,0.0051,0.0051,0.064
5.809112,-0.0624,-0.0134,-0.0066,0.064
5.830426,-0.0471,0.0191,0.0141,0.053
5.845656,0.0442,-0.0018,0.0596,0.074
5.864537,0.1203,0.016,0.0593,0.135
5.901648,-0.0685,-0.0051,-0.0776,0.104
5.92991,0.038,-0.0077,0.0279,0.048
5.930671,0.038,-0.0077,0.0279,0.048
5.948112,-0.005,-0.0096,0.0748,0.076
5.966647,-0.0135,-0.03,0.024,0.041
5.99971,-0.0252,0.0079,-0.0864,0.09
6.026818,0.0149,0.0068,0.031,0.035
6.027611,0.0261,-0.0046,0.0772,0.082
6.049773,-0.0098,0.0263,0.1224,0.126
6.067237,0.0507,-0.0044,-0.0191,0.054
6.101001,0.0279,-0.0104,-0.0808,0.086
6.119616,0.022,0.0147,0.075,0.08
6.129959,0.0349,0.0011,0.0982,0.104
6.149576,0.0183,0.001,0.0717,0.074
6.169951,-0.0645,-0.0009,0.0099,0.065
6.202162,0.0316,-0.0137,-0.0786,0.086
6.229907,0.0475,-0.0262,0.0679,0.087
6.230454,0.0475,-0.0262,0.0679,0.087
6.250201,-0.069,-0.0146,0.0051,0.071
6.271501,-0.0588,-0.0193,-0.0175,0.064
6.303566,0.016,-0.0185,0.0016,0.025
6.337119,0.0072,0.0165,0.0146,0.023
6.337739,0.0072,0.0165,0.0146,0.023
6.353428,0.0068,0.0305,-0.0248,0.04
6.37376,0.0051,-0.0133,0.0325,0.036
6.405628,-0.0062,-0.0414,0.0816,0.092
6.422779,-0.0028,-0.0082,0.018,0.02
6.435135,-0.0324,0.0068,-0.0061,0.034
6.454455,0.0301,0.02,-0.0707,0.079
6.475077,0.0376,0.0016,-0.0341,0.051
6.504658,0.0104,-0.0347,0.0306,0.047
6.531633,-0.0693,-0.0125,-0.0544,0.089
6.538614,-0.0592,-0.0264,-0.0497,0.082
6.555446,-0.0099,0.0195,-0.0336,0.04
6.576475,0.0777,0.0041,0.0615,0.099
6.606415,0.0276,-0.018,0.1099,0.115
6.634543,0.0168,0.0092,0.0498,0.053
6.657248,0.0434,0.0481,0.04,0.076
6.65801,0.0434,0.0481,0.04,0.076
6.677724,0.1051,0.0141,0.0349,0.112
6.709666,0.0312,-0.0016,0.0345,0.047
6.732547,0.0481,0.024,0.0469,0.071
6.7404,0.0764,0.0207,0.0312,0.085
6.758496,0.0032,-0.005,0.0102,0.012
6.78029,-0.0684,-0.0144,-0.0536,0.088
6.808046,-0.0065,-0.0183,-0.0541,0.057
6.837303,0.0086,-0.0452,0.0286,0.054
6.862885,-0.0394,-0.0237,-0.0603,0.076
6.863717,-0.0394,-0.0237,-0.0603,0.076
6.881666,-0.0583,0.0191,-0.1431,0.156
6.915227,-0.034,0.0078,-0.0068,0.036
6.940124,-0.0367,-0.0273,0.0962,0.107
6.960284,-0.0817,-0.0345,0.011,0.089
6.977574,-0.1085,-0.0075,-0.0906,0.142
6.993284,-0.0472,-0.0212,-0.0956,0.109
7.011396,-0.0032,-0.0067,0.0021,0.008
7.027527,0.0115,-0.0275,0.0785,0.084
7.048281,0.0141,0.007,0.1136,0.115
7.069986,0.074,0.0187,0.0453,0.089
7.083877,0.0044,-0.005,-0.0133,0.015
7.103903,-0.0885,-0.048,-0.0553,0.115
7.129166,0.0016,-0.0318,-0.0084,0.033
7.151822,0.0456,0.0267,0.0276,0.06
7.163703,0.057,0.0337,-0.0034,0.066
7.18465,-0.0208,0.0153,-0.011,0.028
7.204552,0.0116,-0.0065,0.0797,0.081
7.230298,-0.0189,-0.0191,0.1392,0.142
7.258737,0.063,0.0016,0.0596,0.087
7.282055,0.0536,0.0492,-0.0337,0.08
7.299499,0.0611,0.0351,-0.0941,0.118
7.313753,0.0483,0.052,-0.1417,0.158
7.330793,0.0942,0.0533,-0.1382,0.176
7.350138,0.0576,0.0145,-0.1368,0.149
7.372602,-0.04,0.0322,-0.0698,0.087
7.387894,-0.0327,-0.0505,-0.0439,0.075
7.407788,-0.0015,0.009,0.0482,0.049
7.436455,0.0685,0.071,-0.0369,0.105
7.463953,-0.0087,0.0256,-0.0451,0.053
7.483244,-0.0222,-0.0047,0.0537,0.058
7.501686,-0.0012,-0.0255,0.1537,0.156
7.51658,-0.0302,-0.0088,0.1418,0.145
7.532546,-0.0091,-0.022,0.0682,0.072
7.554682,0.0134,-0.0239,-0.0325,0.043
7.583845,-0.016,-0.0232,0.0069,0.029
7.600392,-0.0318,-0.0229,0.0612,0.073
7.618681,-0.0132,-0.005,0.0508,0.053
7.634324,-0.0043,-0.0185,-0.0131,0.023
7.655338,-0.0357,0.0153,-0.1119,0.118
7.682431,-0.0181,-0.0092,-0.0414,0.046
7.702678,0.0236,-0.0003,-0.0249,0.034
7.719489,0.0317,0.0037,-0.0298,0.044
7.736026,-0.0064,-0.0072,-0.0666,0.067
7.756633,-0.0463,0.0166,-0.0809,0.095
7.785761,0.019,-0.0256,-0.0116,0.034
7.802,0.0296,-0.0095,0.0397,0.05
7.817673,-0.0028,-0.0211,0.0242,0.032
7.834882,-0.066,0.0205,0.0114,0.07
7.85703,-0.0382,-0.012,-0.0284,0.049
7.886913,0.0141,-0.006,-0.0295,0.033
7.906486,0.0246,0.0074,-0.0383,0.046
7.92256,0.0325,-0.0028,-0.0113,0.035
7.938202,0.0079,0.0171,0.0319,0.037
7.956756,0.0339,-0.0019,0.0842,0.091
7.990123,-0.0386,-0.0288,-0.006,0.049
8.002863,-0.0328,-0.0235,0.029,0.05
8.020024,-0.0261,0.0012,0.0509,0.057
8.037755,0.0635,0.0014,0.0583,0.086
8.074584,0.0414,0.0189,-0.0623,0.077
8.106618,-0.0022,-0.0113,-0.0655,0.067
8.107434,0.0048,-0.0392,-0.0326,0.051
8.121086,0.0177,0.0122,-0.0005,0.022
8.140162,0.0587,-0.0008,0.0742,0.095
8.162871,0.0378,0.0489,0.0306,0.069
8.18358,0.0736,-0.0201,-0.0069,0.077
8.201491,0.0485,-0.0096,0.0131,0.051
8.221822,-0.0317,0.0058,-0.0038,0.033
8.243003,-0.0262,-0.0209,0.0079,0.034
8.262877,-0.0217,-0.0205,0.0296,0.042
8.291284,0.0182,0.0067,0.046,0.05
8.306277,0.0142,0.0026,-0.011,0.018
8.325686,-0.0207,-0.0106,-0.065,0.069
8.343354,-0.0409,-0.0414,-0.0105,0.059
8.365926,-0.0475,-0.0013,-0.0201,0.052
8.390213,-0.0073,-0.0027,-0.0692,0.07
8.412036,-0.012,0.0041,-0.0515,0.053
8.429287,0.0026,0.0024,-0.0463,0.046
8.445624,0.0035,-0.0028,-0.0033,0.006
8.482149,0.0119,-0.0002,0.0646,0.066
8.501409,0.0114,-0.0415,0.0362,0.056
8.511694,-0.0258,-0.0057,0.0176,0.032
8.5266,-0.0431,-0.0134,0.0089,0.046
8.546641,-0.013,0.0151,-0.007,0.021
8.581806,0.0453,0.0092,0.0369,0.059
8.61326,-0.0204,0.0204,0.0654,0.071
8.613826,-0.0204,0.0204,0.0654,0.071
8.627709,-0.0325,-0.0288,0.0308,0.053
8.648461,-0.0345,0.0005,-0.0326,0.047
8.681408,0.0333,-0.0308,-0.0105,0.047
8.710603,-0.0023,0.0188,-0.0055,0.02
8.711274,-0.0023,0.0188,-0.0055,0.02
8.733085,0.0347,0.0007,-0.0377,0.051
8.753194,0.0178,0.0519,-0.0633,0.084
8.787605,0.0016,-0.0198,0.0421,0.047
8.810262,-0.0068,-0.0132,0.0611,0.063
8.810914,-0.0021,-0.001,0.0625,0.063
8.831657,0.0067,0.0088,0.0807,0.082
8.852673,0.0195,0.0168,-0.0203,0.033
8.887465,0.0337,0.0293,-0.0382,0.059
8.907728,0.0211,0.0076,0.0184,0.029
8.914645,0.018,-0.0091,0.0112,0.023
8.932215,0.0147,-0.0146,-0.0654,0.069
8.953078,-0.0172,-0.0142,-0.0702,0.074
8.986518,0.0446,0.0174,0.0774,0.091
9.01694,0.0244,0.0183,0.0941,0.099
9.017538,0.0244,0.0183,0.0941,0.099
9.033761,-0.0026,-0.0337,0.0501,0.06
9.056278,-0.0217,-0.0307,-0.031,0.049
9.08675,0.0479,-0.0455,0.1005,0.12
9.119698,0.0356,0.0081,0.1016,0.108
9.120114,0.0356,0.0081,0.1016,0.108
9.137214,-0.0335,0.0007,-0.0071,0.034
9.15652,-0.024,-0.0005,-0.0809,0.084
9.18847,-0.0451,-0.0504,-0.0679,0.096
9.229846,0.0131,-0.0105,-0.0148,0.022
9.230416,0.0131,-0.0105,-0.0148,0.022
9.23702,0.0109,0.0177,0.0371,0.043
9.258077,0.0256,-0.0067,-0.0001,0.026
9.289027,-0.038,-0.0141,-0.063,0.075
9.323827,-0.0025,-0.006,0.0292,0.03
9.324427,-0.0025,-0.006,0.0292,0.03
9.338457,0.0146,0.0178,0.0185,0.03
9.359559,-0.0453,0.0004,-0.0276,0.053
9.379713,0.0019,0.0111,-0.0858,0.087
9.407354,0.0592,0.0203,-0.0518,0.081
9.438601,-0.0259,-0.0227,0.0842,0.091
9.455951,-0.038,-0.0452,0.0508,0.078
9.470959,-0.0415,-0.0043,0.0473,0.063
9.487888,0.0289,-0.019,0.0378,0.051
9.504748,0.0111,-0.0277,0.0134,0.033
9.526109,-0.0366,-0.0304,0.0499,0.069
9.553122,-0.0292,-0.0171,0.1079,0.113
9.561967,-0.0062,-0.0192,0.0993,0.101
9.582816,0.0196,-0.0072,0.0341,0.04
9.610767,-0.0352,0.0427,-0.0521,0.076
9.643083,0.0577,0.007,-0.1069,0.122
9.643927,0.0387,0.0193,-0.1163,0.124
9.664535,0.0358,0.0215,-0.018,0.045
9.683616,0.0151,-0.0009,0.0432,0.046
9.713809,-0.0331,-0.0215,0.0423,0.058
9.745455,-0.0225,0.012,-0.0213,0.033
9.746438,0.0031,0.0214,-0.0259,0.034
9.76559,0.0547,0.0615,0.0068,0.083
9.786566,0.0174,0.0271,-0.0076,0.033
9.815078,-0.0279,-0.0191,0.0084,0.035
9.841776,-0.0002,0.0016,-0.0281,0.028
9.863579,0.0162,-0.0099,-0.0414,0.046
9.881492,-0.0009,-0.0505,0.0142,0.052
9.895808,-0.0517,-0.0318,0.0586,0.084
9.91228,-0.045,0.0034,0.0525,0.069
9.931559,0.0241,0.0114,0.0585,0.064
9.962928,0.0008,0.0082,0.0283,0.03
9.977456,-0.002,0.0169,0.0314,0.036
9.995024,-0.0156,0.0233,0.0009,0.028
10.013608,0.0541,0.0083,0.0216,0.059
10.034014,0.026,-0.0341,0.0538,0.069
10.065518,0.0375,-0.0272,-0.0088,0.047
10.081336,0.0421,0.0415,-0.1244,0.138
10.101078,0.0385,0.0113,-0.1432,0.149
10.114513,-0.0195,0.0013,-0.0204,0.028
10.136406,-0.0069,-0.0058,0.0866,0.087
10.167213,-0.0206,0.0299,-0.0353,0.051
10.178864,0.0267,0.0146,-0.0502,0.059
10.197997,0.0188,-0.0115,-0.0154,0.027
10.213867,-0.009,0.0089,0.011,0.017
10.235179,0.0267,-0.0116,0.0653,0.071
10.26923,-0.0348,-0.0254,-0.0437,0.061
10.282912,-0.0624,0.0012,-0.0333,0.071
10.299462,-0.0323,-0.0259,0.003,0.042
10.314825,0.0233,-0.0096,-0.0143,0.029
10.336544,0.0051,0.0162,0.0338,0.038
10.372209,-0.0431,-0.0408,0.0332,0.068
10.383713,-0.0482,-0.0142,0.0185,0.054
10.399437,-0.0228,-0.0103,-0.0221,0.033
10.416313,-0.0153,-0.0004,-0.0559,0.058
10.434165,0.0311,0.0418,-0.1182,0.129
10.454488,0.022,-0.0199,-0.1319,0.135
10.487386,-0.0187,-0.0476,0.0711,0.088
10.500564,-0.0112,-0.0005,0.1214,0.122
10.517821,-0.0201,-0.0033,0.1045,0.106
10.555322,-0.0221,-0.0046,-0.0436,0.049
10.594915,0.0287,0.0211,0.0636,0.073
10.595515,0.0287,0.0211,0.0636,0.073
10.602871,0.0654,0.0186,0.0368,0.077
10.618629,0.0677,0.0333,-0.0292,0.081
10.655861,-0.0021,0.0241,-0.0631,0.068
10.685748,0.0389,0.005,0.0858,0.094
10.686255,0.0389,0.005,0.0858,0.094
10.704521,0.0523,0.0088,0.1388,0.149
10.7214,0.0104,0.023,0.0818,0.086
10.76168,-0.0137,0.0095,-0.1032,0.105
10.762371,-0.0137,0.0095,-0.1032,0.105
10.788128,-0.0184,-0.0255,0.0141,0.034
10.805076,-0.0019,0.0081,0.1039,0.104
10.8226,-0.04,-0.0033,0.054,0.067
10.860109,0.0373,0.0115,-0.0427,0.058
10.891755,-0.0281,-0.0097,0.0658,0.072
10.892428,-0.0281,-0.0097,0.0658,0.072
10.907655,-0.0136,-0.0098,0.0528,0.055
10.923174,-0.0075,0.019,-0.0111,0.023
10.961037,0.0099,0.0116,-0.0623,0.064
10.991559,0.0151,-0.0228,0.0357,0.045
10.992248,0.0151,-0.0228,0.0357,0.045
11.007683,0.0031,-0.0264,0.0641,0.069
11.024258,0.0156,-0.0148,0.0445,0.049
11.06149,-0.0212,-0.0417,-0.0215,0.052
11.088045,-0.0238,-0.0063,0.0352,0.043
11.08854,-0.0238,-0.0063,0.0352,0.043
11.105443,0.0716,0.0083,0.0566,0.092
11.125298,0.0784,0.0332,0.0705,0.11
11.145681,0.0075,0.004,0.0252,0.027
11.166181,-0.0423,-0.0264,-0.011,0.051
11.191704,-0.0071,0.0058,-0.053,0.054
11.214343,0.0402,0.0132,0.0255,0.049
11.230532,0.0203,0.0337,0.0447,0.06
11.246549,0.0184,0.0352,-0.0405,0.057
11.273153,-0.0171,-0.0254,-0.1216,0.125
11.300773,-0.039,-0.0379,0.0226,0.059
11.311656,-0.0321,-0.0295,0.0539,0.069
11.329589,-0.0367,-0.0324,-0.0099,0.05
11.347838,-0.0269,-0.0066,-0.071,0.076
11.386977,0.0012,0.0111,-0.0378,0.039
11.42568,-0.0055,-0.0123,0.023,0.027
11.426501,-0.0055,-0.0123,0.023,0.027
11.450469,-0.0401,-0.0448,0.0836,0.103
11.451337,-0.0401,-0.0448,0.0836,0.103
11.485821,0.0299,0.0097,0.0741,0.081
11.509905,0.0228,0.0094,0.064,0.069
11.519721,0.026,0.0137,0.0612,0.068
11.530522,0.0245,0.0106,0.0088,0.028
11.551403,0.061,0.0163,0.0525,0.082
11.584046,0.0227,0.0225,-0.0305,0.044
11.61279,0.0801,-0.0068,-0.1153,0.141
11.614003,0.077,0.0075,-0.1429,0.162
11.635995,0.0595,-0.0007,-0.0712,0.093
11.652773,0.0156,-0.008,0.0542,0.057
11.68965,0.0127,0.0155,-0.0363,0.042
11.727496,-0.0138,0.007,-0.0436,0.046
11.728055,-0.0138,0.007,-0.0436,0.046
11.736116,-0.0163,-0.0156,0.0167,0.028
11.755146,-0.0902,-0.0323,0.1708,0.196
11.78701,0.0032,0.0011,0.0141,0.015
11.8172,-0.056,-0.0142,-0.0859,0.104
11.81793,-0.056,-0.0142,-0.0859,0.104
11.835367,-0.0448,-0.0009,-0.0287,0.053
11.85775,0.0225,-0.0159,0.0726,0.078
11.890511,-0.0643,-0.0188,-0.1049,0.125
11.92581,0.0053,0.0112,-0.0437,0.045
11.92617,0.0053,0.0112,-0.0437,0.045
11.936639,0.051,-0.0034,0.0268,0.058
11.95819,0.0417,0.0441,0.1299,0.143
11.99786,-0.0526,-0.0095,-0.097,0.111
11.998446,-0.0526,-0.0095,-0.097,0.111
12.029016,0.0193,-0.0016,-0.051,0.055
12.038451,0.028,-0.0022,0.0102,0.03
12.059371,0.0176,0.0076,0.0943,0.096
12.098985,0.025,0.0074,-0.0487,0.055
12.121071,0.0264,-0.0365,-0.0913,0.102
12.124118,0.0264,-0.0365,-0.0913,0.102
12.143803,-0.0113,-0.0245,-0.0288,0.039
12.164748,0.0416,0.0056,0.0462,0.062
12.183397,0.0355,0.0011,0.0896,0.096
12.203073,0.0489,0.0202,0.1145,0.126
12.225678,0.009,0.0026,0.0187,0.021
12.242763,-0.0157,-0.02,-0.0315,0.04
12.26555,-0.044,0.0442,-0.0258,0.067
12.301408,0.0374,-0.0037,0.0187,0.042
12.323327,0.0544,-0.0094,0.0061,0.056
12.329839,0.0353,-0.0172,-0.016,0.042
12.343444,-0.023,0.0083,0.0358,0.043
12.365722,-0.0103,0.0412,0.0518,0.067
12.407277,-0.0044,-0.0331,0.0922,0.098
12.407888,-0.0044,-0.0331,0.0922,0.098
12.436478,0.025,-0.0068,-0.0569,0.063
12.444172,-0.0175,0.0106,-0.0855,0.088
12.464811,0.0024,-0.0035,-0.0926,0.093
12.499819,0.01,0.0197,-0.0459,0.051
12.530112,-0.02,-0.0223,-0.0323,0.044
12.530676,-0.02,-0.0223,-0.0323,0.044
12.546224,-0.033,-0.0178,-0.0562,0.068
12.567075,-0.047,-0.0103,-0.0639,0.08
12.598208,0.0225,-0.0029,-0.0002,0.023
12.632159,-0.0363,0.0056,0.0301,0.047
12.632978,-0.0148,0.0054,0.0396,0.043
12.649143,-0.0433,0.0004,0.068,0.081
12.669321,-0.0736,-0.0019,0.0224,0.077
12.689359,-0.0116,-0.0434,0.0158,0.048
12.715977,0.034,-0.003,0.0397,0.052
12.750417,0.0112,-0.0096,0.0457,0.048
12.763222,-0.0062,-0.006,-0.0262,0.028
12.779924,-0.0037,0.0023,-0.0649,0.065
12.798064,0.0114,0.0192,-0.0403,0.046
12.817782,0.0068,0.0019,0.0234,0.024
12.851964,0.0236,-0.0025,0.0001,0.024
12.852586,0.0236,-0.0025,0.0001,0.024
12.874283,0.005,0.014,-0.0523,0.054
12.893291,-0.0279,-0.0135,-0.0629,0.07
12.917916,0.0165,-0.0142,0.0043,0.022
12.951942,-0.0492,-0.0344,0.0524,0.08
12.965123,-0.0354,-0.0195,0.0535,0.067
12.981474,0.0106,0.0225,-0.0077,0.026
12.998982,0.0321,0.0214,-0.0231,0.045
13.015173,0.0402,-0.0099,-0.0017,0.041
13.035653,-0.0001,-0.0257,0.044,0.051
13.067123,-0.0181,-0.0101,0.0371,0.043
13.083936,0.0087,-0.0005,0.0461,0.047
13.09926,0.0467,0.0182,0.0007,0.05
13.118748,0.0361,0.0171,0.0035,0.04
13.137154,-0.0129,0.0239,0.0156,0.031
13.167299,-0.0043,-0.0033,-0.0029,0.006
13.184026,0.0502,-0.0134,-0.0067,0.052
13.201489,0.0385,-0.0063,-0.0433,0.058
13.239153,-0.059,0.0087,0.0069,0.06
13.239812,-0.059,0.0087,0.0069,0.06
13.285582,-0.0003,0.0067,0.0608,0.061
13.286651,0.0377,0.0041,0.063,0.074
13.306319,0.0192,-0.0108,0.051,0.056
13.323331,-0.0388,-0.0151,0.0016,0.042
13.342618,-0.0417,0.0034,-0.0588,0.072
13.378203,0.0131,0.0029,-0.0768,0.078
13.386752,0.0688,-0.0112,-0.052,0.087
13.403017,0.0383,0.0244,-0.046,0.065
13.440361,-0.016,0.0043,-0.0173,0.024
13.478269,-0.0144,-0.0293,0.0433,0.054
13.478708,-0.0144,-0.0293,0.0433,0.054
13.49052,0.0163,-0.0005,0.0027,0.017
13.504325,0.027,-0.0052,0.0364,0.046
13.543201,0.0261,-0.0027,0.0242,0.036
13.585448,0.0561,0.0189,0.052,0.079
13.586264,0.0561,0.0189,0.052,0.079
13.586763,0.0561,0.0189,0.052,0.079
13.605773,0.0356,-0.0068,-0.0195,0.041
13.626991,0.0028,-0.035,-0.0367,0.051
13.64764,-0.0271,0.0063,0.0108,0.03
13.689526,0.0011,0.0115,0.0281,0.03
13.690378,0.0011,0.0115,0.0281,0.03
13.71409,0.0185,-0.0105,-0.0095,0.023
13.729512,0.0152,-0.0008,-0.0209,0.026
13.753789,-0.0003,-0.025,0.0372,0.045
13.772596,0.0106,-0.0075,0.0071,0.015
13.795293,-0.0027,0.0171,0.0031,0.018
13.812322,-0.0034,-0.0208,0.0424,0.047
13.84683,-0.0644,-0.0033,0.0191,0.067
13.882631,0.014,-0.0035,-0.0886,0.09
13.892287,0.0242,-0.0062,-0.0584,0.063
13.909632,0.0032,-0.0039,-0.0758,0.076
13.927296,-0.0122,-0.0377,-0.0401,0.056
13.948368,-0.0611,0.0077,-0.0258,0.067
13.987331,-0.0035,-0.0201,-0.0163,0.026
13.987874,-0.0035,-0.0201,-0.0163,0.026
14.00542,0.012,-0.0025,-0.0002,0.012
14.026476,0.0152,0.0074,-0.0017,0.017
14.047097,0.0096,-0.0093,0.0041,0.014
14.066588,-0.0177,-0.0465,0.0014,0.05
14.099791,-0.0471,-0.0032,-0.0396,0.062
14.113178,0.0036,0.0041,-0.0277,0.028
14.133941,0.0982,0.0279,-0.0297,0.106
14.147924,0.0873,0.033,-0.0188,0.095
14.170093,0.0661,0.0563,0.038,0.095
