time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.593907,0.1012,-0.0732,1.7404,1.745
6.614218,0.2494,-0.7062,0.7432,1.055
6.636281,0.0197,-0.527,-0.8395,0.991
6.654572,0.1575,-0.1997,-2.6658,2.678
6.676008,0.2288,0.1509,-3.6908,3.701
6.695515,0.3078,0.5064,-3.9058,3.951
6.715843,0.6286,0.5337,-3.1084,3.216
6.736367,0.5252,0.2073,-2.5755,2.637
6.759344,0.4819,-0.1561,-2.364,2.418
6.777496,0.2811,-0.1179,-2.4996,2.518
6.797972,0.1245,0.0032,-2.3564,2.36
6.818144,0.1862,-0.1536,-1.9975,2.012
6.854982,0.5122,-0.5331,-0.8763,1.147
6.880656,0.4902,-0.5019,-0.3611,0.789
6.881216,0.4902,-0.5019,-0.3611,0.789
6.898303,0.4955,-0.2309,0.1696,0.572
6.919099,0.545,-0.1122,0.5087,0.754
6.954029,0.5453,0.2986,0.569,0.843
6.981264,1.9106,0.5853,3.333,3.886
6.981835,1.9106,0.5853,3.333,3.886
7.000286,1.7991,0.6329,5.2258,5.563
7.020647,0.5331,0.9761,5.1104,5.23
7.054834,0.7524,0.9416,3.7925,3.979
7.082054,1.7647,0.7265,4.705,5.077
7.082986,1.7647,0.7265,4.705,5.077
7.101728,0.9177,0.31,3.6115,3.739
7.121372,-0.2888,0.2775,0.4262,0.585
7.154888,0.4207,-0.0939,-2.3443,2.384
7.183298,0.8545,1.1054,-0.3409,1.438
7.183928,0.8545,1.1054,-0.3409,1.438
7.203427,1.0842,0.3929,1.2077,1.67
7.223126,0.7066,-0.2534,0.7678,1.074
7.254471,0.0585,-0.3789,-1.3715,1.424
7.281093,0.3068,-0.3507,-1.8099,1.869
7.28472,0.366,-0.3675,-1.7798,1.854
7.305722,0.393,-0.4869,-1.6998,1.811
7.323822,-0.0758,-0.6869,-2.0899,2.201
7.353238,-0.4596,-0.2687,-2.8817,2.931
7.382279,0.1341,-0.0293,-2.9855,2.989
7.384265,0.1341,-0.0293,-2.9855,2.989
7.405044,0.1963,0.0713,-2.235,2.245
7.424823,0.1727,-0.0183,-1.6772,1.686
7.454454,-0.1202,-0.0567,-1.5848,1.59
7.484019,-0.4911,0.063,-1.241,1.336
7.503301,-0.2507,0.098,-0.4576,0.531
7.520116,-0.1597,0.1893,-0.0196,0.248
7.536102,-0.0594,0.3578,0.1472,0.391
7.552661,0.101,0.4738,-0.0463,0.487
7.571391,0.2861,0.4642,0.1049,0.555
7.598466,0.7728,0.2959,2.1496,2.303
7.608016,0.883,0.1694,2.4686,2.627
7.628847,0.8438,-0.278,2.5822,2.731
7.654907,0.7998,-0.5861,1.2229,1.574
7.683984,1.0565,-0.1264,0.9089,1.399
7.703233,0.6336,0.1762,0.8562,1.08
7.720496,0.3862,0.1368,0.2593,0.485
7.736881,0.9888,-0.4891,-0.1855,1.119
7.753293,1.075,-0.4565,0.1716,1.18
7.771641,0.5563,-0.0804,0.7402,0.929
7.796981,0.2735,-0.0201,-0.3256,0.426
7.810087,0.4936,-0.2122,-1.4593,1.555
7.830267,1.649,-1.0803,-2.2428,2.986
7.854871,2.2527,-1.7455,-1.3606,3.158
7.883514,1.6477,-1.5303,-0.0849,2.25
7.903441,1.3087,-1.5853,-0.1887,2.064
7.921286,0.8768,-1.3433,-1.2401,2.028
7.936675,0.7718,-0.9238,-2.163,2.475
7.952637,0.8568,-0.5596,-2.6181,2.811
7.97298,1.0771,-0.1587,-2.5082,2.734
7.998077,1.2917,-0.2394,-1.462,1.965
8.012313,1.0042,-0.3042,-0.6625,1.241
8.033158,0.9674,-0.3658,0.1418,1.044
8.054523,0.6357,-0.1993,0.1774,0.689
8.089504,0.9079,0.3343,0.4972,1.088
8.11581,0.7353,0.4647,0.7797,1.168
8.116444,0.7353,0.4647,0.7797,1.168
8.134094,0.4509,0.5921,0.5393,0.919
8.154012,0.3054,0.8988,0.193,0.969
8.18649,0.2362,0.9545,-0.132,0.992
8.20441,0.4433,0.3772,0.3251,0.667
8.222928,1.0095,-0.6925,1.8455,2.215
8.244473,0.2671,-0.8822,3.4038,3.526
8.270465,0.8809,-1.2075,3.6721,3.965
8.296265,3.1959,-1.7357,3.5318,5.07
8.30958,3.641,-1.8852,3.3734,5.31
8.328715,2.2339,-1.489,2.0468,3.376
8.348988,1.2039,-1.7609,-0.1439,2.138
8.369091,1.4311,-2.0637,-1.4341,2.892
8.390939,1.7781,-1.943,-1.141,2.87
8.409526,2.0906,-2.0228,0.0934,2.91
8.429742,2.0267,-2.2788,0.5928,3.107
8.450002,1.3769,-2.0779,0.2115,2.502
8.470839,1.2021,-1.4973,-0.7047,2.045
8.495517,1.7034,-1.2532,-1.6012,2.653
8.517266,1.7082,-0.7936,-1.446,2.375
8.537132,1.4658,-0.7715,-0.8907,1.881
8.555212,1.1307,-1.2399,-0.803,1.86
8.572649,0.7337,-1.4236,-0.8563,1.816
8.595346,0.0546,-1.3624,-0.3073,1.398
8.61232,-0.0932,-1.1745,0.1045,1.183
8.632647,-0.2159,-0.9259,0.0728,0.953
8.653363,-0.2166,-0.6004,-0.3764,0.741
8.674273,0.1489,-0.697,0.4012,0.818
8.706243,-0.0961,-0.7187,2.664,2.761
8.735753,0.3038,-1.0141,2.6606,2.863
8.736204,0.3038,-1.0141,2.6606,2.863
8.756344,0.8585,-0.7884,2.1988,2.489
8.775114,0.8048,-0.1794,2.1048,2.261
8.806452,0.539,0.1976,1.3727,1.488
8.834262,2.4434,-1.1918,0.6639,2.798
8.854372,2.0422,-1.1056,0.8806,2.484
8.871923,1.2965,-0.7498,0.5378,1.591
8.88709,1.4546,-0.8563,0.1442,1.694
8.903019,2.1892,-1.6304,-0.4377,2.764
8.923965,2.4888,-1.1294,-0.3971,2.762
8.944639,2.4934,-1.4811,0.889,3.033
8.956421,2.2944,-1.9258,1.1343,3.203
8.976745,1.4722,-2.4008,0.7177,2.906
9.004304,0.7338,-2.5243,-0.026,2.629
9.036263,0.2308,-0.8913,0.1091,0.927
9.054749,0.5238,-0.6938,0.1693,0.886
9.071975,0.9692,-1.0667,-0.2448,1.462
9.087013,1.0002,-1.3096,-0.6848,1.784
9.102918,0.8511,-1.1748,-0.7258,1.622
9.123448,0.5369,-0.7887,-0.0888,0.958
9.152231,0.591,-0.855,0.2642,1.072
9.168448,0.5304,-1.0766,-0.2661,1.229
9.184845,0.2323,-1.1375,-0.8055,1.413
9.20252,0.0441,-0.85,-1.4307,1.665
9.221515,0.1077,-0.4934,-1.6994,1.773
9.252616,0.7148,-0.1602,-1.1142,1.333
9.268767,0.3623,0.0334,-0.8756,0.948
9.285674,0.0252,0.1834,-0.7615,0.784
9.302729,-0.053,0.1882,-0.7106,0.737
9.321432,0.1926,0.0574,-0.4694,0.511
9.353196,0.0225,0.4954,0.352,0.608
9.368354,-0.1605,0.5204,0.4424,0.702
9.385081,-0.0532,0.3731,0.5962,0.705
9.402086,0.4641,0.0369,1.3295,1.409
9.421403,0.6534,0.1322,2.6107,2.694
9.452271,0.6267,1.0554,5.5824,5.716
9.468556,0.9401,1.1062,4.9157,5.126
9.485148,1.2365,0.6809,3.3453,3.631
9.502863,1.4501,-0.1573,1.9579,2.442
9.537682,0.3895,-0.5955,2.3422,2.448
9.571969,-0.1641,-0.8117,1.9819,2.148
